frame,time_ps,dO56_R346,dO56_R483,dO57_R346,dO57_R483,anchor_min,tail_hsa_min,cls,dO38_R408,pep_ecd_min,com_hsa_ecd,lnk_e2e,lnk_rg
507,50700.000,9.343,3.268,11.515,4.499,3.268,3.268,FA3,13.893,2.851,47.376,19.585,8.322
508,50800.000,10.378,4.100,12.348,4.864,4.100,3.263,surface,12.720,2.615,46.441,19.641,8.266
509,50900.000,10.630,3.794,12.688,5.044,3.794,3.367,FA3,13.863,2.637,46.998,19.125,8.231
510,51000.000,12.575,3.579,14.617,5.276,3.579,3.579,FA3,13.491,2.662,47.293,19.408,8.263
511,51100.000,11.591,3.985,13.736,5.373,3.985,3.283,FA3,13.989,2.753,47.848,19.136,8.232
512,51200.000,11.006,3.750,13.187,4.666,3.750,3.595,FA3,12.633,2.737,46.946,18.231,8.137
513,51300.000,9.554,3.151,11.728,4.975,3.151,3.151,FA3,14.687,2.625,47.704,19.794,8.508
514,51400.000,9.795,3.230,11.938,5.125,3.230,3.230,FA3,14.490,2.710,46.766,19.420,8.154
515,51500.000,12.086,3.908,14.345,5.654,3.908,3.341,FA3,13.427,2.720,46.802,19.846,8.266
516,51600.000,12.185,3.440,14.369,5.341,3.440,3.276,FA3,13.810,2.617,46.824,19.951,8.569
517,51700.000,12.108,3.575,14.225,5.007,3.575,3.347,FA3,12.571,2.761,46.810,19.166,8.310
518,51800.000,12.018,3.402,14.194,5.266,3.402,3.307,FA3,13.794,2.636,47.128,19.559,8.446
519,51900.000,13.071,3.735,15.153,4.911,3.735,3.152,FA3,14.259,2.693,46.855,20.114,8.476
520,52000.000,10.868,4.874,12.961,5.842,4.874,3.629,surface,13.593,2.771,46.980,18.786,8.224
521,52100.000,11.219,3.490,12.066,3.542,3.490,2.823,FA3,13.871,2.878,47.333,21.179,8.595
522,52200.000,12.097,3.251,14.226,5.167,3.251,3.251,FA3,12.758,2.642,46.729,19.428,8.457
523,52300.000,13.630,5.946,12.243,3.871,3.871,3.139,FA3,13.108,2.763,46.569,21.779,8.598
524,52400.000,12.557,5.468,12.268,5.077,5.077,2.921,surface,13.109,2.633,47.141,22.436,8.967
525,52500.000,12.234,5.611,11.512,4.544,4.544,3.100,surface,14.317,2.695,46.772,21.617,8.664
526,52600.000,11.071,4.261,12.928,5.769,4.261,2.920,surface,14.231,2.597,46.576,21.147,8.776
527,52700.000,13.937,6.287,12.639,4.777,4.777,3.140,surface,14.455,2.729,46.823,22.336,8.896
528,52800.000,12.754,5.484,11.841,4.814,4.814,3.017,surface,15.643,2.802,45.993,21.836,8.587
529,52900.000,14.275,6.869,12.621,5.414,5.414,3.007,surface,14.620,2.873,46.611,22.457,8.726
530,53000.000,13.185,5.492,12.057,3.378,3.378,2.693,FA3,14.237,2.796,46.238,22.831,8.814
531,53100.000,13.211,5.696,12.104,3.670,3.670,2.897,FA3,15.052,2.851,47.036,22.032,8.847
532,53200.000,11.609,3.233,13.553,5.235,3.233,3.233,FA3,14.150,2.841,46.110,20.022,8.535
533,53300.000,12.185,4.290,14.251,5.911,4.290,3.412,surface,15.144,2.809,46.739,18.793,8.245
534,53400.000,13.018,3.526,11.496,3.417,3.417,3.413,FA3,13.847,2.774,47.369,19.201,8.381
535,53500.000,12.341,2.983,11.449,4.059,2.983,2.983,FA3,13.405,2.858,47.539,19.505,8.310
536,53600.000,12.927,3.947,11.983,4.942,3.947,3.105,FA3,15.154,2.737,46.738,20.003,8.374
537,53700.000,12.629,3.040,12.293,4.405,3.040,3.040,FA3,13.870,2.733,47.031,19.894,8.262
538,53800.000,13.002,3.837,11.996,4.625,3.837,3.366,FA3,13.546,2.707,46.576,19.150,8.411
539,53900.000,11.507,3.177,13.718,5.191,3.177,3.173,FA3,13.691,2.775,46.662,19.841,8.392
540,54000.000,12.543,3.566,14.703,5.186,3.566,3.566,FA3,14.988,2.678,47.099,19.473,8.390
541,54100.000,11.037,3.990,12.977,5.716,3.990,3.114,FA3,14.831,2.710,46.360,23.012,8.884
542,54200.000,13.090,5.746,12.210,4.007,4.007,3.000,surface,14.460,2.671,47.201,22.460,8.978
543,54300.000,11.676,3.321,13.705,5.362,3.321,3.201,FA3,14.396,2.653,47.883,20.658,8.633
544,54400.000,12.396,4.039,14.474,5.648,4.039,3.370,surface,13.820,2.728,47.116,17.945,8.190
545,54500.000,11.191,3.882,11.739,3.099,3.099,3.099,FA3,14.799,2.625,46.783,21.095,8.776
546,54600.000,11.948,3.126,13.162,5.243,3.126,3.085,FA3,14.038,2.575,47.011,19.057,8.439
547,54700.000,14.951,3.353,16.277,5.254,3.353,3.166,FA3,15.096,2.767,47.561,18.208,8.179
548,54800.000,14.167,3.383,15.504,5.231,3.383,3.313,FA3,13.794,2.751,47.306,19.333,8.441
549,54900.000,12.383,4.292,13.815,6.024,4.292,3.552,surface,13.661,2.643,46.911,17.876,7.953
550,55000.000,14.093,4.342,15.552,5.793,4.342,3.214,surface,14.413,2.661,46.580,19.126,8.209
551,55100.000,11.829,3.404,12.881,5.120,3.404,3.404,FA3,13.929,2.782,47.479,18.226,8.202
552,55200.000,12.280,3.683,13.814,5.471,3.683,3.523,FA3,13.143,2.681,47.228,17.958,7.901
553,55300.000,12.847,3.543,14.413,5.328,3.543,3.318,FA3,14.613,2.816,47.310,17.964,7.969
554,55400.000,13.743,3.607,15.182,5.517,3.607,3.452,FA3,13.752,2.738,46.939,17.796,7.966
555,55500.000,11.983,3.593,13.910,5.352,3.593,3.593,FA3,14.026,2.743,47.818,17.764,7.973
556,55600.000,11.709,3.734,13.429,5.468,3.734,3.587,FA3,13.335,2.752,47.347,18.865,8.242
557,55700.000,12.905,4.329,14.285,5.955,4.329,3.398,surface,13.292,2.678,47.555,17.661,8.081
558,55800.000,13.462,4.506,14.881,6.051,4.506,3.235,surface,14.104,2.819,48.266,18.205,8.248
559,55900.000,14.011,4.180,14.366,6.015,4.180,3.438,surface,14.118,2.698,47.928,19.151,8.186
560,56000.000,14.383,3.421,15.751,5.427,3.421,3.376,FA3,14.004,2.776,48.408,18.912,8.401
561,56100.000,13.384,3.091,14.425,5.163,3.091,3.091,FA3,13.554,2.614,48.012,18.348,7.939
562,56200.000,13.207,3.102,13.903,4.957,3.102,3.102,FA3,13.702,2.597,47.218,19.637,8.191
563,56300.000,13.358,4.603,13.930,6.098,4.603,3.335,surface,12.763,2.616,46.834,18.863,8.097
564,56400.000,13.207,3.456,14.477,5.260,3.456,3.456,FA3,13.097,2.540,47.823,18.660,8.161
565,56500.000,10.773,4.337,12.365,6.386,4.337,3.790,surface,13.085,2.537,47.596,19.415,8.342
566,56600.000,13.377,3.576,14.825,5.634,3.576,3.512,FA3,13.414,2.670,47.669,18.050,8.077
567,56700.000,12.233,3.353,13.398,5.196,3.353,3.353,FA3,13.709,2.708,47.691,18.826,8.240
568,56800.000,14.080,3.974,14.419,5.735,3.974,3.296,FA3,13.420,2.587,47.539,19.135,8.156
569,56900.000,12.725,4.172,13.964,6.137,4.172,3.676,surface,11.956,2.665,48.113,18.987,8.209
570,57000.000,13.641,3.963,14.799,5.596,3.963,3.569,FA3,11.668,2.662,47.553,19.470,8.402
571,57100.000,16.476,4.669,17.376,6.633,4.669,3.311,surface,11.937,2.655,47.541,18.826,8.177
572,57200.000,13.524,3.889,14.229,5.814,3.889,3.381,FA3,12.648,2.725,47.199,19.518,8.487
573,57300.000,14.202,3.797,15.551,5.567,3.797,3.672,FA3,13.787,2.666,47.119,18.609,8.227
574,57400.000,13.567,3.472,14.284,5.451,3.472,3.238,FA3,13.172,2.793,47.434,18.932,8.195
575,57500.000,13.042,4.451,14.468,5.797,4.451,3.032,surface,12.454,2.618,47.352,17.884,8.023
576,57600.000,11.455,5.167,12.333,6.028,5.167,3.806,surface,12.191,2.777,46.578,18.064,7.923
577,57700.000,11.322,5.110,12.825,5.620,5.110,3.155,surface,14.088,2.774,46.990,17.955,8.086
578,57800.000,16.283,3.975,17.088,5.849,3.975,3.324,FA3,13.527,2.677,47.750,18.955,7.907
579,57900.000,14.589,3.785,16.077,5.659,3.785,3.361,FA3,13.695,2.717,47.140,17.436,7.656
580,58000.000,15.462,4.663,16.029,5.951,4.663,3.164,surface,12.883,2.637,47.384,18.380,7.974
581,58100.000,14.240,4.834,15.441,6.304,4.834,3.286,surface,13.803,2.831,47.169,17.989,8.044
582,58200.000,15.666,4.637,16.460,5.878,4.637,3.165,surface,13.929,2.659,47.854,18.336,7.916
583,58300.000,13.937,4.912,15.173,6.855,4.912,3.603,surface,13.144,2.639,47.589,17.871,7.776
584,58400.000,12.828,4.647,13.733,5.877,4.647,3.893,surface,12.509,2.795,48.027,17.760,7.825
585,58500.000,13.724,4.968,14.119,6.199,4.968,3.191,surface,13.698,2.649,48.040,17.978,7.815
586,58600.000,14.086,5.011,15.204,6.816,5.011,3.312,surface,13.176,2.722,47.298,17.616,7.649
587,58700.000,15.267,4.556,16.428,6.180,4.556,3.286,surface,13.039,2.714,47.278,18.490,7.728
588,58800.000,12.661,4.222,13.902,6.142,4.222,3.487,surface,12.840,2.664,46.625,17.428,7.555
589,58900.000,13.546,4.351,14.479,6.236,4.351,3.426,surface,12.768,2.589,46.927,17.389,7.604
590,59000.000,14.328,5.090,15.379,6.953,5.090,3.166,surface,13.154,2.672,46.574,17.895,7.634
591,59100.000,14.339,4.100,15.090,5.858,4.100,3.404,surface,13.466,2.700,46.382,17.638,7.648
592,59200.000,13.912,3.963,14.289,5.605,3.963,3.645,FA3,13.558,2.691,46.862,17.717,7.681
593,59300.000,13.707,4.371,15.231,6.211,4.371,3.734,surface,13.019,2.676,47.031,18.496,7.830
594,59400.000,12.162,3.536,12.917,5.620,3.536,3.375,FA3,13.241,2.873,47.194,17.672,7.693
595,59500.000,12.828,4.126,13.389,5.742,4.126,3.482,surface,12.456,2.711,47.516,17.975,7.705
596,59600.000,12.698,4.265,13.564,6.240,4.265,3.235,surface,13.119,2.716,47.480,17.724,7.686
597,59700.000,12.595,4.804,13.220,6.545,4.804,3.353,surface,13.880,2.685,46.312,17.676,7.657
598,59800.000,14.769,4.239,15.715,5.998,4.239,3.338,surface,12.792,2.761,47.004,17.984,7.766
599,59900.000,12.571,4.438,13.415,6.364,4.438,3.225,surface,12.717,2.689,46.774,18.176,7.689
600,60000.000,13.029,4.783,13.793,6.507,4.783,3.250,surface,12.255,2.726,47.228,17.853,7.633
601,60100.000,13.744,4.355,14.480,6.251,4.355,3.529,surface,11.340,2.675,47.360,18.445,7.684
602,60200.000,15.031,4.398,16.294,6.215,4.398,3.519,surface,13.126,2.667,46.946,18.088,7.714
603,60300.000,12.290,3.780,12.790,5.694,3.780,3.531,FA3,11.806,2.718,46.516,17.775,7.796
604,60400.000,11.609,4.703,12.534,6.513,4.703,3.437,surface,13.146,2.685,46.493,17.600,7.673
605,60500.000,11.858,3.761,12.426,5.697,3.761,3.397,FA3,13.503,2.684,46.335,18.199,7.701
606,60600.000,12.219,4.228,13.504,6.246,4.228,3.572,surface,11.612,2.743,46.796,18.018,7.758
607,60700.000,11.606,4.927,12.439,6.982,4.927,3.270,surface,13.186,2.661,46.720,17.570,7.580
608,60800.000,10.986,4.197,11.503,5.934,4.197,3.259,surface,12.828,2.763,46.871,17.737,7.619
609,60900.000,12.061,4.316,12.713,6.287,4.316,3.248,surface,13.283,2.765,46.612,17.465,7.564
610,61000.000,11.758,3.932,12.637,5.990,3.932,3.555,FA3,12.690,2.567,47.075,17.766,7.743
611,61100.000,11.609,4.226,12.416,5.842,4.226,3.504,surface,12.529,2.669,46.400,17.910,7.729
612,61200.000,11.037,3.401,11.490,5.352,3.401,3.401,FA3,13.298,2.762,46.313,17.741,7.572
613,61300.000,11.469,4.918,12.084,6.641,4.918,3.580,surface,13.404,2.664,46.135,17.153,7.517
614,61400.000,11.382,4.129,12.034,5.864,4.129,3.483,surface,13.191,2.663,46.304,17.901,7.658
615,61500.000,12.071,3.995,12.206,5.808,3.995,3.144,FA3,13.023,2.704,46.448,17.867,7.554
616,61600.000,12.836,4.731,13.341,6.675,4.731,3.148,surface,13.232,2.741,46.233,17.295,7.505
617,61700.000,11.501,4.814,12.548,6.658,4.814,3.299,surface,13.150,2.736,47.037,17.138,7.514
618,61800.000,12.406,3.878,14.122,5.809,3.878,2.903,FA3,12.784,2.719,46.444,17.813,7.558
619,61900.000,12.515,3.698,14.316,5.682,3.698,3.243,FA3,13.660,2.601,47.201,18.278,7.941
620,62000.000,13.383,4.425,14.459,6.132,4.425,3.386,surface,12.649,2.703,47.011,17.693,7.700
621,62100.000,13.387,4.378,14.888,6.179,4.378,3.413,surface,14.016,2.710,46.927,17.820,7.858
622,62200.000,13.671,4.073,14.017,5.749,4.073,2.796,surface,13.106,2.767,47.316,18.072,7.716
623,62300.000,15.604,4.746,16.750,6.832,4.746,3.481,surface,13.262,2.582,47.123,17.598,7.727
624,62400.000,14.342,4.064,15.670,5.736,4.064,3.260,surface,12.922,2.715,47.537,18.065,7.833
625,62500.000,14.720,3.941,16.141,5.860,3.941,3.456,FA3,13.643,2.686,48.445,18.148,7.854
626,62600.000,13.638,3.752,15.275,5.848,3.752,3.419,FA3,13.363,2.777,47.986,18.229,7.882
627,62700.000,11.698,4.144,13.296,6.065,4.144,3.503,surface,13.354,2.687,47.607,17.517,7.782
628,62800.000,9.815,3.330,11.578,5.276,3.330,3.330,FA3,14.387,2.731,48.120,18.260,7.936
629,62900.000,11.010,3.564,12.807,5.538,3.564,3.393,FA3,13.752,2.742,47.562,18.299,7.882
630,63000.000,10.977,4.152,12.263,5.978,4.152,3.616,surface,14.464,2.763,47.743,17.830,7.992
631,63100.000,11.342,4.097,12.501,5.925,4.097,3.496,surface,13.194,2.718,47.476,19.040,8.152
632,63200.000,11.896,3.877,13.123,5.928,3.877,3.566,FA3,13.430,2.707,47.156,18.138,7.765
633,63300.000,11.725,4.546,12.851,6.339,4.546,3.513,surface,13.539,2.667,47.217,18.038,7.802
634,63400.000,11.824,4.093,11.865,5.522,4.093,3.407,surface,13.778,2.678,46.786,17.784,7.708
635,63500.000,10.120,3.801,11.215,5.476,3.801,3.402,FA3,14.310,2.644,47.261,17.515,7.845
636,63600.000,10.541,3.684,11.966,5.765,3.684,3.404,FA3,14.243,2.736,46.526,18.291,7.764
637,63700.000,11.676,4.937,12.748,6.460,4.937,3.533,surface,13.724,2.708,47.050,17.691,7.834
638,63800.000,10.571,3.763,11.754,5.577,3.763,3.199,FA3,12.957,2.690,46.686,18.530,7.905
639,63900.000,11.172,3.906,12.657,5.899,3.906,3.263,FA3,13.644,2.796,47.037,19.072,8.098
640,64000.000,12.099,3.850,13.574,5.751,3.850,3.451,FA3,14.319,2.716,46.749,18.442,7.798
641,64100.000,11.821,4.625,12.965,6.167,4.625,3.247,surface,13.149,2.788,45.817,17.862,7.872
642,64200.000,12.195,4.770,13.631,6.761,4.770,3.191,surface,13.972,2.773,45.870,18.316,8.007
643,64300.000,11.442,4.309,12.893,6.109,4.309,3.247,surface,14.393,2.700,46.326,18.425,8.007
644,64400.000,11.290,4.486,12.683,6.241,4.486,3.278,surface,14.202,2.669,46.699,18.754,8.078
645,64500.000,11.875,4.595,13.454,6.454,4.595,3.402,surface,13.940,2.853,47.036,18.187,7.994
646,64600.000,13.102,4.874,14.605,6.754,4.874,3.429,surface,13.673,2.708,47.194,16.832,7.666
647,64700.000,11.161,4.542,12.087,6.206,4.542,3.464,surface,14.804,2.690,46.725,17.835,7.851
648,64800.000,12.608,3.701,14.308,5.626,3.701,3.379,FA3,14.016,2.599,46.559,18.103,8.003
649,64900.000,11.707,4.430,13.249,6.173,4.430,3.464,surface,13.706,2.706,46.466,17.920,7.867
650,65000.000,11.857,3.820,13.332,5.808,3.820,3.227,FA3,13.456,2.725,46.512,18.399,8.031
651,65100.000,12.231,4.671,13.375,6.422,4.671,3.349,surface,14.108,2.669,47.069,17.739,7.767
652,65200.000,12.994,4.433,14.170,6.188,4.433,3.277,surface,13.348,2.774,46.803,17.246,7.623
653,65300.000,12.501,5.419,13.568,7.273,5.419,3.318,surface,13.892,2.783,46.647,17.650,7.860
654,65400.000,11.282,3.831,12.371,5.809,3.831,3.431,FA3,13.798,2.744,46.328,17.698,7.639
655,65500.000,16.333,3.986,17.252,6.011,3.986,3.479,FA3,13.758,2.726,46.579,18.196,7.779
656,65600.000,16.225,4.420,17.306,6.370,4.420,3.403,surface,13.624,2.696,46.556,17.127,7.538
657,65700.000,16.098,4.403,17.452,6.373,4.403,3.517,surface,14.180,2.707,47.050,17.246,7.615
658,65800.000,13.015,3.886,14.228,5.865,3.886,3.389,FA3,13.864,2.847,47.818,18.550,7.894
659,65900.000,13.879,4.828,14.938,6.748,4.828,3.419,surface,14.313,2.687,47.649,18.650,8.048
660,66000.000,15.235,3.954,16.336,5.841,3.954,3.136,FA3,13.865,2.634,47.336,18.324,7.964
661,66100.000,13.861,4.370,14.838,5.986,4.370,3.271,surface,13.416,2.730,47.887,18.443,8.125
662,66200.000,15.022,3.879,16.224,5.563,3.879,3.352,FA3,13.374,2.713,47.156,17.994,7.897
663,66300.000,15.353,4.399,16.218,6.001,4.399,3.318,surface,13.447,2.708,46.640,17.941,7.932
664,66400.000,14.927,4.513,15.359,6.089,4.513,3.350,surface,13.813,2.705,46.963,18.652,8.107
665,66500.000,12.310,3.980,13.741,5.908,3.980,3.197,FA3,14.354,2.763,47.105,18.317,8.167
666,66600.000,11.925,3.854,13.072,5.815,3.854,3.509,FA3,14.499,2.833,46.127,17.395,7.978
667,66700.000,13.059,3.476,14.653,5.452,3.476,3.379,FA3,13.717,2.715,47.114,18.156,7.842
668,66800.000,11.394,3.727,12.552,5.757,3.727,3.204,FA3,14.089,2.698,46.098,18.723,8.026
669,66900.000,12.135,4.085,12.741,6.033,4.085,3.216,surface,14.207,2.733,47.184,18.128,8.010
670,67000.000,13.903,4.239,14.589,5.571,4.239,3.461,surface,14.455,2.806,46.585,18.217,7.979
671,67100.000,12.564,2.906,14.214,4.880,2.906,2.906,FA3,13.958,2.783,47.954,18.651,8.101
672,67200.000,13.011,3.141,13.590,4.826,3.141,3.141,FA3,14.916,2.774,47.425,19.170,8.261
673,67300.000,12.705,3.851,13.236,5.917,3.851,3.407,FA3,14.375,2.733,47.414,18.304,8.056
674,67400.000,13.417,3.695,14.092,5.570,3.695,3.436,FA3,14.712,2.703,47.640,18.401,8.209
675,67500.000,12.661,3.843,13.217,5.287,3.843,3.496,FA3,13.791,2.713,47.907,18.902,8.301
676,67600.000,11.120,2.975,11.824,5.129,2.975,2.975,FA3,13.239,2.701,46.987,17.734,8.071
677,67700.000,11.767,3.997,12.394,5.825,3.997,3.469,FA3,15.215,2.754,47.258,18.043,8.123
678,67800.000,11.132,3.372,12.325,5.510,3.372,3.372,FA3,14.544,2.812,47.191,17.244,8.042
679,67900.000,11.911,3.459,13.073,5.283,3.459,3.459,FA3,14.297,2.718,46.327,17.849,8.129
680,68000.000,11.943,3.880,12.767,5.887,3.880,3.473,FA3,14.421,2.651,47.258,18.648,8.308
681,68100.000,12.349,3.562,13.041,5.620,3.562,3.364,FA3,14.006,2.755,47.088,17.906,7.993
682,68200.000,12.934,4.325,13.621,6.197,4.325,3.090,surface,14.457,2.710,47.468,17.982,7.978
683,68300.000,14.922,4.790,16.035,6.664,4.790,3.200,surface,14.247,2.747,47.087,18.038,8.093
684,68400.000,10.957,3.328,11.734,5.130,3.328,3.137,FA3,15.134,2.711,46.946,17.972,7.939
685,68500.000,12.174,3.844,13.358,5.785,3.844,3.474,FA3,14.566,2.750,47.502,18.270,8.062
686,68600.000,13.435,4.545,15.180,6.308,4.545,3.290,surface,14.004,2.801,47.927,18.017,8.120
687,68700.000,11.937,3.517,13.451,5.424,3.517,3.400,FA3,13.846,2.603,47.439,18.608,8.086
688,68800.000,14.656,4.299,16.175,6.178,4.299,2.988,surface,14.004,2.685,47.262,19.230,8.303
689,68900.000,14.070,4.199,15.617,6.209,4.199,3.494,surface,14.367,2.860,47.540,18.701,8.080
690,69000.000,12.328,3.633,13.925,5.699,3.633,3.299,FA3,14.265,2.619,47.307,18.372,8.134
691,69100.000,12.023,3.833,12.776,5.763,3.833,3.645,FA3,14.815,2.774,47.333,19.060,8.174
692,69200.000,12.389,3.661,14.117,5.559,3.661,3.343,FA3,14.679,2.612,47.642,17.803,8.071
693,69300.000,16.027,4.067,17.592,5.967,4.067,3.251,surface,14.866,2.861,47.433,18.099,8.005
694,69400.000,15.718,4.147,17.436,6.326,4.147,3.785,surface,14.209,2.547,47.065,18.183,8.097
695,69500.000,14.834,4.785,16.302,6.506,4.785,3.308,surface,13.928,2.812,47.288,18.501,8.206
696,69600.000,16.047,4.093,17.288,6.004,4.093,3.312,surface,15.028,2.778,48.378,18.487,8.188
697,69700.000,15.538,4.671,16.709,6.474,4.671,3.355,surface,13.592,2.702,47.554,18.208,8.166
698,69800.000,16.366,3.758,16.904,5.116,3.758,3.387,FA3,14.149,2.831,47.509,17.922,7.989
699,69900.000,16.699,3.998,17.466,5.978,3.998,3.600,FA3,14.438,2.760,48.119,18.319,8.045
700,70000.000,15.648,3.647,16.950,5.584,3.647,3.532,FA3,15.112,2.776,47.661,17.653,7.994
701,70100.000,15.832,3.889,16.541,5.746,3.889,3.452,FA3,14.420,2.666,48.266,18.566,8.156
702,70200.000,16.277,4.041,17.841,5.807,4.041,3.292,surface,14.801,2.656,47.554,18.461,7.872
703,70300.000,16.803,3.950,17.917,5.720,3.950,3.447,FA3,14.013,2.716,47.536,18.771,8.026
704,70400.000,16.282,3.016,16.946,4.657,3.016,3.016,FA3,14.258,2.662,47.237,18.551,8.032
705,70500.000,13.559,3.308,15.221,5.206,3.308,3.235,FA3,13.961,2.706,47.243,18.551,7.993
706,70600.000,14.394,3.932,15.287,5.631,3.932,3.741,FA3,14.151,2.885,47.375,19.443,8.189
707,70700.000,14.676,3.742,16.066,5.762,3.742,3.492,FA3,14.681,2.740,46.905,19.101,8.149
708,70800.000,17.204,3.814,17.701,5.431,3.814,3.432,FA3,14.504,2.562,46.910,18.919,8.232
709,70900.000,12.907,3.703,13.999,5.766,3.703,3.362,FA3,15.023,2.678,47.089,18.778,8.119
710,71000.000,12.663,3.869,12.605,4.986,3.869,3.385,FA3,14.290,2.768,46.886,19.571,8.279
711,71100.000,15.123,3.879,15.920,5.644,3.879,3.382,FA3,14.305,2.776,47.059,19.220,8.296
712,71200.000,15.365,4.646,14.587,5.306,4.646,3.025,surface,13.677,2.695,47.771,18.966,8.368
713,71300.000,17.731,3.271,18.959,5.161,3.271,3.271,FA3,14.093,2.699,48.388,18.884,8.081
714,71400.000,16.039,3.586,16.597,4.848,3.586,3.437,FA3,14.385,2.731,47.879,19.942,8.320
715,71500.000,18.157,3.512,19.308,5.461,3.512,3.512,FA3,14.564,2.684,47.315,18.698,8.118
716,71600.000,13.571,3.641,14.330,5.379,3.641,3.553,FA3,14.031,2.691,48.076,19.715,8.292
717,71700.000,12.671,4.126,12.665,5.481,4.126,3.203,surface,13.449,2.575,47.026,19.168,7.912
718,71800.000,15.283,3.312,16.683,5.239,3.312,3.312,FA3,13.835,2.661,47.801,20.049,8.452
719,71900.000,12.636,3.170,13.173,4.970,3.170,3.170,FA3,13.820,2.741,47.382,19.146,8.247
720,72000.000,16.404,3.295,16.893,4.629,3.295,3.295,FA3,13.870,2.651,47.573,21.025,8.473
721,72100.000,16.099,4.359,16.742,5.834,4.359,3.383,surface,12.679,2.704,47.503,19.278,8.263
722,72200.000,15.953,4.529,17.106,6.380,4.529,3.458,surface,14.107,2.619,47.850,19.504,8.366
723,72300.000,12.432,2.922,13.498,4.848,2.922,2.922,FA3,14.723,2.661,48.065,18.904,8.273
724,72400.000,14.797,3.572,15.821,5.099,3.572,3.309,FA3,14.383,2.736,48.507,19.045,8.190
725,72500.000,13.806,4.519,15.008,6.389,4.519,3.337,surface,14.496,2.648,47.678,19.545,8.207
726,72600.000,14.750,3.859,15.275,5.091,3.859,3.417,FA3,14.397,2.518,47.539,19.061,8.017
727,72700.000,13.282,3.218,14.719,5.179,3.218,3.218,FA3,14.048,2.461,47.573,19.329,8.183
728,72800.000,14.962,3.964,15.811,5.807,3.964,3.510,FA3,13.320,2.634,47.873,19.157,8.186
729,72900.000,13.536,3.510,14.357,5.234,3.510,3.495,FA3,13.868,2.729,48.484,19.242,8.077
730,73000.000,12.380,3.282,12.967,4.742,3.282,3.282,FA3,13.852,2.557,48.299,19.398,8.047
731,73100.000,12.997,3.319,14.491,5.175,3.319,3.288,FA3,14.303,2.647,48.022,19.576,8.160
732,73200.000,17.736,3.391,16.999,4.045,3.391,3.171,FA3,13.946,2.501,47.381,20.010,8.115
733,73300.000,15.888,4.204,16.783,5.851,4.204,3.397,surface,13.475,2.660,47.608,19.259,8.103
734,73400.000,15.709,4.037,16.428,6.044,4.037,3.473,surface,13.488,2.711,47.968,19.933,8.409
735,73500.000,14.553,3.861,15.246,5.406,3.861,3.074,FA3,13.862,2.714,47.012,19.221,8.304
736,73600.000,14.996,4.070,16.428,5.946,4.070,3.481,surface,14.796,2.645,46.735,19.186,8.132
737,73700.000,16.937,3.525,16.556,4.672,3.525,3.090,FA3,13.452,2.541,47.840,19.812,8.337
738,73800.000,17.026,3.425,17.215,4.634,3.425,2.765,FA3,13.858,2.698,48.118,19.177,8.314
739,73900.000,17.599,4.023,18.348,5.586,4.023,3.207,surface,13.779,2.783,47.993,18.426,8.081
740,74000.000,15.016,3.372,15.813,4.874,3.372,3.308,FA3,14.404,2.690,47.843,19.628,8.379
741,74100.000,14.989,3.183,16.296,5.121,3.183,3.183,FA3,14.465,2.743,47.580,19.104,8.294
742,74200.000,13.028,3.043,13.557,4.579,3.043,3.043,FA3,15.121,2.742,48.113,19.343,8.075
743,74300.000,13.501,3.021,13.130,4.041,3.021,2.995,FA3,13.957,2.732,48.185,19.856,8.146
744,74400.000,12.666,3.651,13.795,5.415,3.651,3.206,FA3,13.777,2.717,48.530,19.519,8.348
745,74500.000,13.689,3.641,14.526,5.424,3.641,3.281,FA3,14.673,2.665,48.569,19.563,8.157
746,74600.000,15.065,3.383,15.259,4.945,3.383,3.023,FA3,13.971,2.790,48.529,19.812,8.421
747,74700.000,13.804,3.368,14.324,5.177,3.368,3.368,FA3,14.723,2.718,48.509,18.840,8.254
748,74800.000,13.430,3.419,14.557,5.184,3.419,3.304,FA3,14.008,2.736,48.221,18.672,8.059
749,74900.000,16.238,3.693,16.781,4.945,3.693,3.395,FA3,14.203,2.739,48.029,18.220,7.965
750,75000.000,15.078,4.165,16.208,5.860,4.165,3.145,surface,13.228,2.677,48.406,17.976,8.155
751,75100.000,15.083,4.197,15.488,5.647,4.197,3.392,surface,13.521,2.654,48.442,19.595,8.327
752,75200.000,15.928,3.996,17.492,6.048,3.996,3.276,FA3,13.596,2.725,48.066,19.151,8.157
753,75300.000,17.015,5.502,15.183,4.853,4.853,2.904,surface,14.272,2.639,47.921,18.799,8.238
754,75400.000,14.236,4.030,14.613,5.810,4.030,3.275,surface,13.985,2.667,47.948,20.366,8.388
755,75500.000,15.110,4.636,16.244,6.535,4.636,3.647,surface,13.609,2.839,47.505,18.205,7.888
756,75600.000,15.716,4.236,16.681,6.077,4.236,3.462,surface,13.895,2.818,48.010,18.584,8.003
757,75700.000,16.195,4.479,17.207,6.528,4.479,3.592,surface,13.681,2.699,47.603,18.038,8.112
758,75800.000,14.976,3.453,16.816,5.492,3.453,3.260,FA3,14.501,2.808,48.083,19.542,8.000
759,75900.000,14.038,4.408,15.956,5.873,4.408,3.116,surface,13.838,2.641,48.047,18.808,7.964
760,76000.000,15.848,3.505,17.898,5.285,3.505,3.335,FA3,14.233,2.724,47.492,17.115,7.656
